id,parentId,name,city,position,image,data
147,144,Serveurs PG,Prévost,Hébergement / Stockage ,https://bcitigab.github.io/icons/folder.png,
148,146,Tous le monde y a accès,Prévost,Accès,https://bcitigab.github.io/icons/key.png,
149,147,Employés des serveurs PG,Prévost,Accès,https://bcitigab.github.io/icons/key.png,
150,146,Employés de Blanko,Prévost,Accès,https://bcitigab.github.io/icons/key.png,
151,107,"Inscription à un cours, activité ou location",Prévost,Source de données,https://bcitigab.github.io/icons/upload.png,"Nom, prénom, Numéro de téléphone, Adresse, Adresse courriel, Âge, NAS, Pièces d'identité (avec adresse, bulletin scolaire pour les enfants), Les utilisateurs peuvent enregistrer une carte de crédit"
152,151,Site web Sport Plus,Prévost,Hébergement / Stockage ,https://bcitigab.github.io/icons/folder.png,
153,151,Site web Blanko,Prévost,Hébergement / Stockage ,https://bcitigab.github.io/icons/folder.png,
154,151,Serveurs locals,Prévost,Hébergement / Stockage ,https://bcitigab.github.io/icons/folder.png,
155,154,Direction Loisirs,Prévost,Accès,https://bcitigab.github.io/icons/key.png,
156,154,Responsable de Camps de Jour,Prévost,Accès,https://bcitigab.github.io/icons/key.png,
157,152,Employés de Sport Plus,Prévost,Accès,https://bcitigab.github.io/icons/key.png,
158,153,Employés de Blanko,Prévost,Accès,https://bcitigab.github.io/icons/key.png,
159,107,Rembourses non-résidents pour inscription à la piscine,Prévost,Source de données,https://bcitigab.github.io/icons/upload.png,"Nom, prénom, Numéro de téléphone, Adresse, Âge"
160,159,Document Excel dans Microsoft 365,Prévost,Hébergement / Stockage ,https://bcitigab.github.io/icons/folder.png,
161,160,Employés de Microsoft,Prévost,Accès,https://bcitigab.github.io/icons/key.png,
162,160,Employés loisirs,Prévost,Accès,https://bcitigab.github.io/icons/key.png,
163,103,Inscription à la bibliothèque,Prévost,Source de données,https://bcitigab.github.io/icons/upload.png,"Nom, prénom, Numéro de téléphone, Adresse, Adresse courriel, Âge (date de naissance), Sexe (homme ou femme), Pièces d'identité (avec adresse, bulletin scolaire pour les enfants) **Présentation seulement, Abonnement à distance par courriel (formulaire conservé électroniquement pour une durée indéterminée ; ménage sporadique)"
164,163,Serveurs de Biblionet,Prévost,Hébergement / Stockage ,https://bcitigab.github.io/icons/folder.png,
165,164,Employés de Biblionet,Prévost,Accès,https://bcitigab.github.io/icons/key.png,
166,164,Employés bibliothèque,Prévost,Accès,https://bcitigab.github.io/icons/key.png,
167,107,Infolettre Loisirs,Prévost,Source de données,https://bcitigab.github.io/icons/upload.png,"Prénom, nom, courriel, sujets d'intérêts"
168,167,Serveur locals,Prévost,Hébergement / Stockage ,https://bcitigab.github.io/icons/folder.png,
169,167,Serveurs de Mailchimp,Prévost,Hébergement / Stockage ,https://bcitigab.github.io/icons/folder.png,
170,168,Employés des Loisirs,Prévost,Accès,https://bcitigab.github.io/icons/key.png,
171,169,Employés de Mailchimp,Prévost,Accès,https://bcitigab.github.io/icons/key.png,
172,103,Infolettre Bibliothèque,Prévost,Source de données,https://bcitigab.github.io/icons/upload.png,"Prénom, nom, courriel"
173,172,Serveur locals,Prévost,Hébergement / Stockage ,https://bcitigab.github.io/icons/folder.png,
174,172,Serveurs de Mailchimp,Prévost,Hébergement / Stockage ,https://bcitigab.github.io/icons/folder.png,
175,173,Employés des Loisirs,Prévost,Accès,https://bcitigab.github.io/icons/key.png,
176,174,Employés de Mailchimp,Prévost,Accès,https://bcitigab.github.io/icons/key.png,
177,113,Participation à une consultation citoyenne,Prévost,Source de données,https://bcitigab.github.io/icons/upload.png,"Nom, prénom, Adresse courriel, Mot de passe, Champs ouvert"
178,177,Serveurs de Blanko,Prévost,Hébergement / Stockage ,https://bcitigab.github.io/icons/folder.png,
179,178,Communications,Prévost,Accès,https://bcitigab.github.io/icons/key.png,
180,178,Service d'urbanisme,Prévost,Accès,https://bcitigab.github.io/icons/key.png,
181,178,Employés de Blanko,Prévost,Accès,https://bcitigab.github.io/icons/key.png,
182,105,Sondages en ligne,Prévost,Source de données,https://bcitigab.github.io/icons/upload.png,"Au cas par cas, Analyse préalable et processus de validation de la pertinence des données collectées lors du sondage, En ligne, certaines de ces données personnelles peuvent être demandées à la fin du sondage (nom, adresse, code postal, quartier, adresse courriel, téléphone, cellulaire, groupe d'âge, sexe, nombre d'enfants dans le ménage, citoyen depuis combien d'année)"
183,182,Serveurs Blanko,Prévost,Hébergement / Stockage ,https://bcitigab.github.io/icons/folder.png,
184,182,Points de services,Prévost,Hébergement / Stockage ,https://bcitigab.github.io/icons/folder.png,
185,184,Direction Généale,Prévost,Accès,https://bcitigab.github.io/icons/key.png,
186,184,Communications,Prévost,Accès,https://bcitigab.github.io/icons/key.png,
187,184,Environnements,Prévost,Accès,https://bcitigab.github.io/icons/key.png,
188,113,Inscription à l'allerte collecte,Prévost,Source de données,https://bcitigab.github.io/icons/upload.png,"Nom, Prénom, Adresse courriel, Adresse civique, numéro de téléphone"
